step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
4240,Binary classification,Stacking,Bananas,0.8726114649681529,0.8546042003231018,18.01910972595215,1127.1980219999998
4346,Binary classification,Stacking,Bananas,0.8736478711162255,0.8558676818062484,18.489819526672363,1180.5233489999998
4452,Binary classification,Stacking,Bananas,0.8726128959784318,0.8545780969479354,18.88296890258789,1235.7295129999998
4558,Binary classification,Stacking,Bananas,0.8733816107087996,0.8559300873907616,19.24386215209961,1292.3435309999998
4664,Binary classification,Stacking,Bananas,0.8732575595110444,0.8563092633114514,17.9178466796875,1350.2529329999998
4770,Binary classification,Stacking,Bananas,0.8720905850283078,0.8546927108146737,18.236690521240234,1409.2791409999998
4876,Binary classification,Stacking,Bananas,0.8730256410256411,0.8552046783625731,18.545772552490234,1469.3451619999998
4982,Binary classification,Stacking,Bananas,0.8733186107207388,0.8559689568591645,18.782100677490234,1530.5672089999998
5088,Binary classification,Stacking,Bananas,0.8724198938470611,0.8551662575318009,19.059029579162598,1593.024935
5194,Binary classification,Stacking,Bananas,0.8732909686115925,0.8562062937062936,19.425087928771973,1657.0838689999998
5300,Binary classification,Stacking,Bananas,0.8731836195508587,0.85610278372591,19.6525239944458,1723.44393
906,Binary classification,Stacking,Elec2,0.9093922651933701,0.9061784897025172,7.811835289001465,18.677694
1812,Binary classification,Stacking,Elec2,0.9193815571507454,0.9008152173913043,7.240270614624023,45.246061999999995
2718,Binary classification,Stacking,Elec2,0.9068825910931174,0.8856755535472208,7.866175651550293,78.353832
3624,Binary classification,Stacking,Elec2,0.912227435826663,0.8922764227642276,8.114421844482422,118.52726200000001
4530,Binary classification,Stacking,Elec2,0.9163170677853831,0.8932093547478163,8.51819896697998,164.502483
5436,Binary classification,Stacking,Elec2,0.9122355105795769,0.8877382913626735,10.827561378479004,219.586163
6342,Binary classification,Stacking,Elec2,0.9075855543289701,0.8836840015879317,14.228463172912598,284.831526
7248,Binary classification,Stacking,Elec2,0.9053401407478957,0.8805294322535702,15.766621589660645,359.505321
8154,Binary classification,Stacking,Elec2,0.9049429657794676,0.885878368428803,18.478846549987793,442.43193099999996
9060,Binary classification,Stacking,Elec2,0.905949884093167,0.8895800933125974,20.665374755859375,532.727798
9966,Binary classification,Stacking,Elec2,0.9039638735574511,0.8890949125043459,23.187432289123535,629.106004
10872,Binary classification,Stacking,Elec2,0.9052525066691197,0.8921917521456982,25.86401081085205,730.767137
11778,Binary classification,Stacking,Elec2,0.9056635815572727,0.8927709680532767,27.55806827545166,837.5597250000001
12684,Binary classification,Stacking,Elec2,0.9048332413466845,0.8919523766896429,31.080671310424805,951.282716
13590,Binary classification,Stacking,Elec2,0.9059533446169696,0.894467382328654,34.30343818664551,1072.167427
14496,Binary classification,Stacking,Elec2,0.9061055536391859,0.8951867539468618,33.008273124694824,1200.34184
15402,Binary classification,Stacking,Elec2,0.9059801311603143,0.8945682248434541,32.21223068237305,1335.799661
16308,Binary classification,Stacking,Elec2,0.9034157110443368,0.8914466882624577,16.416419982910156,1477.213083
17214,Binary classification,Stacking,Elec2,0.903038401208389,0.8892134085628941,16.46845531463623,1622.86038
18120,Binary classification,Stacking,Elec2,0.9038578287984989,0.8900807672892478,19.660669326782227,1773.158822
19026,Binary classification,Stacking,Elec2,0.9051773981603154,0.8904142874498846,18.773765563964844,1928.8240910000002
19932,Binary classification,Stacking,Elec2,0.905473884902915,0.8916992412048748,21.302693367004395,2092.1248210000003
20838,Binary classification,Stacking,Elec2,0.9034889859384748,0.8895601076390796,13.261970520019531,2261.9537040000005
21744,Binary classification,Stacking,Elec2,0.9031412408591271,0.8875120179468006,15.660555839538574,2435.6286770000006
22650,Binary classification,Stacking,Elec2,0.9028213166144201,0.8863295976863088,13.252382278442383,2613.4898380000004
23556,Binary classification,Stacking,Elec2,0.901464657185311,0.8844871348230727,12.406031608581543,2797.6373170000006
24462,Binary classification,Stacking,Elec2,0.900004088140305,0.8821318427139552,14.358214378356934,2987.1751840000006
25368,Binary classification,Stacking,Elec2,0.8975046320022076,0.8792270531400965,18.96218204498291,3181.4050950000005
26274,Binary classification,Stacking,Elec2,0.8981844479123055,0.8797482580355136,15.077171325683594,3379.4320070000003
27180,Binary classification,Stacking,Elec2,0.8983774237462747,0.880422547406702,11.545806884765625,3581.9126480000004
28086,Binary classification,Stacking,Elec2,0.8965640021363718,0.8777819849383651,12.451030731201172,3789.0090920000002
28992,Binary classification,Stacking,Elec2,0.8962781552895727,0.8768884339815761,16.208993911743164,4000.012392
29898,Binary classification,Stacking,Elec2,0.895039636083888,0.8751690667515316,20.174236297607422,4214.719791
30804,Binary classification,Stacking,Elec2,0.8945881894620654,0.8739371821252475,23.555190086364746,4433.153359000001
31710,Binary classification,Stacking,Elec2,0.8931218266107415,0.8721276836584538,10.157496452331543,4655.304110000001
32616,Binary classification,Stacking,Elec2,0.8919822167714242,0.8709760117194654,11.833361625671387,4881.088886000001
33522,Binary classification,Stacking,Elec2,0.8913516899853823,0.870483641536273,14.598435401916504,5110.325831000001
34428,Binary classification,Stacking,Elec2,0.8904929270630609,0.8693240901213172,17.288904190063477,5342.490702000001
35334,Binary classification,Stacking,Elec2,0.8893385786658364,0.8672506280980512,21.010019302368164,5577.780538000001
36240,Binary classification,Stacking,Elec2,0.8891525704351665,0.8660598179453837,21.045719146728516,5816.450150000001
37146,Binary classification,Stacking,Elec2,0.8881949118320097,0.8644891832805822,21.689351081848145,6058.632356000001
38052,Binary classification,Stacking,Elec2,0.8877559065464771,0.863306128980637,24.90913963317871,6304.394973000001
38958,Binary classification,Stacking,Elec2,0.8877223605513772,0.8635257410296412,28.553898811340332,6553.716905000001
39864,Binary classification,Stacking,Elec2,0.8883676592328726,0.865314769975787,24.200916290283203,6806.560047000001
40770,Binary classification,Stacking,Elec2,0.8884446515734995,0.8665179619629022,12.426192283630371,7062.506069000001
41676,Binary classification,Stacking,Elec2,0.8888302339532094,0.8678965527073651,14.160000801086426,7321.319835000001
42582,Binary classification,Stacking,Elec2,0.8893638007562058,0.8687999554404434,14.705238342285156,7583.127501000001
43488,Binary classification,Stacking,Elec2,0.8890473014924001,0.8684748534823498,9.215903282165527,7847.893070000001
44394,Binary classification,Stacking,Elec2,0.8890590858919198,0.8681851029092953,11.41930866241455,8115.776185000001
45300,Binary classification,Stacking,Elec2,0.8897105896377403,0.8692146596858638,13.859726905822754,8386.907561
45312,Binary classification,Stacking,Elec2,0.8896956588907771,0.8691691534474634,13.948524475097656,8658.14792
25,Binary classification,Stacking,Phishing,0.6666666666666666,0.7142857142857143,0.6048212051391602,0.190096
50,Binary classification,Stacking,Phishing,0.7755102040816326,0.7659574468085107,0.7450437545776367,0.576767
75,Binary classification,Stacking,Phishing,0.8243243243243243,0.8266666666666667,0.9154262542724609,1.2430050000000001
100,Binary classification,Stacking,Phishing,0.8282828282828283,0.8282828282828283,1.1861677169799805,2.2326070000000002
125,Binary classification,Stacking,Phishing,0.8306451612903226,0.8292682926829269,1.322127342224121,3.481615
150,Binary classification,Stacking,Phishing,0.8389261744966443,0.8441558441558442,1.372426986694336,5.002166
175,Binary classification,Stacking,Phishing,0.8563218390804598,0.8520710059171597,1.447218894958496,6.909146
200,Binary classification,Stacking,Phishing,0.8542713567839196,0.8497409326424871,1.6009578704833984,9.301359999999999
225,Binary classification,Stacking,Phishing,0.8526785714285714,0.8436018957345972,1.7922658920288086,12.195443
250,Binary classification,Stacking,Phishing,0.8433734939759037,0.8354430379746836,1.9268674850463867,15.544412
275,Binary classification,Stacking,Phishing,0.8467153284671532,0.8372093023255813,2.0464935302734375,19.306782
300,Binary classification,Stacking,Phishing,0.8461538461538461,0.8333333333333334,2.1171693801879883,23.432802
325,Binary classification,Stacking,Phishing,0.8518518518518519,0.8356164383561644,2.1935930252075195,28.753612999999998
350,Binary classification,Stacking,Phishing,0.8595988538681948,0.8414239482200646,2.228160858154297,34.576612999999995
375,Binary classification,Stacking,Phishing,0.8556149732620321,0.8353658536585366,2.3210830688476562,40.666011999999995
400,Binary classification,Stacking,Phishing,0.8571428571428571,0.8347826086956521,2.3093738555908203,47.194396999999995
425,Binary classification,Stacking,Phishing,0.8608490566037735,0.8356545961002786,2.3465070724487305,54.207713999999996
450,Binary classification,Stacking,Phishing,0.8619153674832962,0.8351063829787234,2.421687126159668,62.158725999999994
475,Binary classification,Stacking,Phishing,0.8649789029535865,0.8407960199004976,2.572477340698242,71.09387199999999
500,Binary classification,Stacking,Phishing,0.8637274549098196,0.841860465116279,4.850358009338379,84.203262
525,Binary classification,Stacking,Phishing,0.8645038167938931,0.8397291196388261,5.032686233520508,97.725962
550,Binary classification,Stacking,Phishing,0.8652094717668488,0.8418803418803419,5.211664199829102,111.64833899999999
575,Binary classification,Stacking,Phishing,0.8658536585365854,0.8425357873210634,5.3605146408081055,126.107723
600,Binary classification,Stacking,Phishing,0.8697829716193656,0.8446215139442231,5.587401390075684,140.82572399999998
625,Binary classification,Stacking,Phishing,0.8685897435897436,0.8404669260700389,5.7301025390625,155.84570599999998
650,Binary classification,Stacking,Phishing,0.8721109399075501,0.847145488029466,5.908034324645996,171.37120499999997
675,Binary classification,Stacking,Phishing,0.8753709198813057,0.8541666666666667,6.028857231140137,187.41134499999998
700,Binary classification,Stacking,Phishing,0.8798283261802575,0.8576271186440678,6.140359878540039,204.03607799999997
725,Binary classification,Stacking,Phishing,0.8798342541436464,0.8603531300160514,6.306534767150879,221.236902
750,Binary classification,Stacking,Phishing,0.8811748998664887,0.8624420401854715,6.554952621459961,239.10933899999998
775,Binary classification,Stacking,Phishing,0.8824289405684754,0.8631578947368422,6.705090522766113,257.35308699999996
800,Binary classification,Stacking,Phishing,0.8823529411764706,0.8645533141210374,6.836668014526367,276.25397499999997
825,Binary classification,Stacking,Phishing,0.8822815533980582,0.8654646324549237,7.126740455627441,295.859066
850,Binary classification,Stacking,Phishing,0.8833922261484098,0.8660351826792964,7.363786697387695,315.914579
875,Binary classification,Stacking,Phishing,0.88558352402746,0.8677248677248677,7.504184722900391,336.361492
900,Binary classification,Stacking,Phishing,0.8854282536151279,0.8670967741935484,7.837959289550781,357.211635
925,Binary classification,Stacking,Phishing,0.8874458874458875,0.8706467661691542,8.000920295715332,379.373463
950,Binary classification,Stacking,Phishing,0.8872497365648051,0.8718562874251498,8.112628936767578,403.425832
975,Binary classification,Stacking,Phishing,0.8891170431211499,0.8738317757009346,8.24592113494873,428.56665100000004
1000,Binary classification,Stacking,Phishing,0.8888888888888888,0.8737201365187712,8.431774139404297,454.27391500000004
1025,Binary classification,Stacking,Phishing,0.888671875,0.8738938053097345,8.4364595413208,480.61071000000004
1050,Binary classification,Stacking,Phishing,0.8903717826501429,0.8762109795479011,8.397981643676758,507.40416300000004
1075,Binary classification,Stacking,Phishing,0.8910614525139665,0.877742946708464,8.449588775634766,534.582562
1100,Binary classification,Stacking,Phishing,0.8926296633303002,0.8795918367346939,8.404525756835938,562.1705770000001
1125,Binary classification,Stacking,Phishing,0.8932384341637011,0.8811881188118813,8.390192985534668,590.651822
1150,Binary classification,Stacking,Phishing,0.8929503916449086,0.8806983511154219,8.43836784362793,620.5025830000001
1175,Binary classification,Stacking,Phishing,0.8909710391822828,0.8783269961977185,8.578593254089355,651.1002890000001
1200,Binary classification,Stacking,Phishing,0.8932443703085905,0.8803738317757008,8.638330459594727,682.1258040000001
1225,Binary classification,Stacking,Phishing,0.8946078431372549,0.8817598533455545,8.73830795288086,713.7196520000001
1250,Binary classification,Stacking,Phishing,0.8951160928742994,0.88272157564906,8.819491386413574,745.6591630000001
1903,Binary classification,Stacking,SMTP,1.0,0.0,4.73383903503418,20.009079
3806,Binary classification,Stacking,SMTP,1.0,0.0,4.743001937866211,50.164936
5709,Binary classification,Stacking,SMTP,1.0,0.0,4.640523910522461,88.445225
7612,Binary classification,Stacking,SMTP,1.0,0.0,4.684209823608398,138.312141
9515,Binary classification,Stacking,SMTP,1.0,0.0,4.691404342651367,200.841647
11418,Binary classification,Stacking,SMTP,1.0,0.0,4.692632675170898,275.03819799999997
13321,Binary classification,Stacking,SMTP,1.0,0.0,4.652105331420898,359.83236999999997
15224,Binary classification,Stacking,SMTP,0.9993430992577021,0.16666666666666669,4.741448402404785,454.52056799999997
17127,Binary classification,Stacking,SMTP,0.9994160924909494,0.375,4.8677263259887695,556.9163209999999
19030,Binary classification,Stacking,SMTP,0.9994744863103684,0.375,4.840542793273926,668.330712
20933,Binary classification,Stacking,SMTP,0.9995222625644945,0.375,4.822640419006348,788.42275
22836,Binary classification,Stacking,SMTP,0.9995620757608934,0.375,4.787751197814941,915.5635629999999
24739,Binary classification,Stacking,SMTP,0.9995957636025548,0.375,4.824395179748535,1049.2345149999999
26642,Binary classification,Stacking,SMTP,0.9995871025862393,0.35294117647058826,4.815537452697754,1188.8831899999998
28545,Binary classification,Stacking,SMTP,0.9996146300448431,0.35294117647058826,4.855904579162598,1333.8832249999998
30448,Binary classification,Stacking,SMTP,0.9996387164581075,0.35294117647058826,4.783257484436035,1484.6513539999999
32351,Binary classification,Stacking,SMTP,0.999659969088099,0.35294117647058826,4.797104835510254,1641.9830769999999
34254,Binary classification,Stacking,SMTP,0.9996788602458179,0.35294117647058826,4.855587959289551,1805.471613
36157,Binary classification,Stacking,SMTP,0.9996957628056201,0.35294117647058826,4.790928840637207,1973.990489
38060,Binary classification,Stacking,SMTP,0.9997109750650306,0.35294117647058826,4.813260078430176,2149.430244
39963,Binary classification,Stacking,SMTP,0.9997247385015765,0.35294117647058826,4.827622413635254,2330.963756
41866,Binary classification,Stacking,SMTP,0.9997372506867311,0.35294117647058826,4.844788551330566,2517.8209930000003
43769,Binary classification,Stacking,SMTP,0.9997486748309267,0.35294117647058826,4.830506324768066,2710.708754
45672,Binary classification,Stacking,SMTP,0.999759146942261,0.35294117647058826,4.827057838439941,2909.2582030000003
47575,Binary classification,Stacking,SMTP,0.9997687812670787,0.35294117647058826,4.857048988342285,3113.0798120000004
49478,Binary classification,Stacking,SMTP,0.9997776744750085,0.35294117647058826,4.762566566467285,3321.5865670000003
51381,Binary classification,Stacking,SMTP,0.9997469832619696,0.3157894736842105,4.876030921936035,3534.777378
53284,Binary classification,Stacking,SMTP,0.999756019743633,0.3157894736842105,4.805153846740723,3752.9357800000002
55187,Binary classification,Stacking,SMTP,0.9997644330083717,0.3157894736842105,4.8199357986450195,3975.9684770000003
57090,Binary classification,Stacking,SMTP,0.9996146367951795,0.21428571428571425,4.725377082824707,4203.120027
58993,Binary classification,Stacking,SMTP,0.9996270680770274,0.21428571428571425,4.742196083068848,4434.569654
60896,Binary classification,Stacking,SMTP,0.9996387223910009,0.21428571428571425,4.781708717346191,4670.601512
62799,Binary classification,Stacking,SMTP,0.9996178222236377,0.19999999999999998,4.77101993560791,4911.2245060000005
64702,Binary classification,Stacking,SMTP,0.9996290629202021,0.19999999999999998,4.807229042053223,5156.597773
66605,Binary classification,Stacking,SMTP,0.9996396612816048,0.19999999999999998,4.827164649963379,5406.279396000001
68508,Binary classification,Stacking,SMTP,0.9996204767396033,0.1875,4.792901039123535,5660.420520000001
70411,Binary classification,Stacking,SMTP,0.9996307342707001,0.1875,4.772942543029785,5919.017472
72314,Binary classification,Stacking,SMTP,0.9996404519242736,0.1875,4.81392765045166,6182.445772
74217,Binary classification,Stacking,SMTP,0.9996496712299234,0.1875,4.7350969314575195,6450.189046
76120,Binary classification,Stacking,SMTP,0.9996584295642349,0.1875,4.834202766418457,6722.010995000001
78023,Binary classification,Stacking,SMTP,0.9996667606572505,0.1875,4.790890693664551,6997.8560130000005
79926,Binary classification,Stacking,SMTP,0.9996746950265875,0.1875,4.790528297424316,7277.547267000001
81829,Binary classification,Stacking,SMTP,0.9996822603509801,0.1875,4.79714298248291,7561.114718000001
83732,Binary classification,Stacking,SMTP,0.9996894817928843,0.1875,4.776978492736816,7848.534322
85635,Binary classification,Stacking,SMTP,0.9996963822780671,0.1875,4.803528785705566,8139.767680000001
87538,Binary classification,Stacking,SMTP,0.9997029827387276,0.1875,4.826554298400879,8434.722796
89441,Binary classification,Stacking,SMTP,0.9996981216457961,0.18181818181818182,4.76418399810791,8733.366881
91344,Binary classification,Stacking,SMTP,0.9997044108470271,0.18181818181818182,4.778565406799316,9035.78914
93247,Binary classification,Stacking,SMTP,0.9997104433434142,0.18181818181818182,4.8354387283325195,9341.882028
95150,Binary classification,Stacking,SMTP,0.9997162345374098,0.18181818181818182,4.805943489074707,9651.659688
95156,Binary classification,Stacking,SMTP,0.9997162524302454,0.18181818181818182,4.820523262023926,9961.47809
106,Binary classification,Voting,Bananas,0.6761904761904762,0.6136363636363638,0.14330387115478516,0.117143
212,Binary classification,Voting,Bananas,0.7772511848341233,0.7374301675977653,0.23528766632080078,0.44401
318,Binary classification,Voting,Bananas,0.7886435331230284,0.7527675276752769,0.3269319534301758,1.151249
424,Binary classification,Voting,Bananas,0.7990543735224587,0.7658402203856748,0.41891956329345703,2.210425
530,Binary classification,Voting,Bananas,0.8015122873345936,0.7575057736720554,2.6900415420532227,11.573795
636,Binary classification,Voting,Bananas,0.8173228346456692,0.7777777777777779,3.118893623352051,21.427826000000003
742,Binary classification,Voting,Bananas,0.8259109311740891,0.7839195979899498,3.5632219314575195,31.609641000000003
848,Binary classification,Voting,Bananas,0.8299881936245572,0.7913043478260869,4.023602485656738,42.243673
954,Binary classification,Voting,Bananas,0.8352570828961176,0.7963683527885861,4.479985237121582,53.88517
1060,Binary classification,Voting,Bananas,0.8470254957507082,0.8094117647058824,4.633439064025879,66.235753
1166,Binary classification,Voting,Bananas,0.8497854077253219,0.8132337246531482,4.455994606018066,78.910098
1272,Binary classification,Voting,Bananas,0.8489378442171518,0.8135922330097087,4.292943000793457,92.004024
1378,Binary classification,Voting,Bananas,0.8482207697893972,0.8112014453477868,4.171109199523926,106.846339
1484,Binary classification,Voting,Bananas,0.8530006743088334,0.8180300500834724,4.256299018859863,122.603881
1590,Binary classification,Voting,Bananas,0.8539962240402769,0.8198757763975156,4.518803596496582,139.027607
1696,Binary classification,Voting,Bananas,0.8584070796460177,0.8250728862973761,4.598759651184082,155.887263
1802,Binary classification,Voting,Bananas,0.8622987229317046,0.8315217391304348,4.609288215637207,173.079722
1908,Binary classification,Voting,Bananas,0.8610382800209754,0.8319594166138238,4.584134101867676,190.619136
2014,Binary classification,Voting,Bananas,0.8584202682563339,0.8302561048243002,4.50948429107666,208.426854
2120,Binary classification,Voting,Bananas,0.8612553091080698,0.8355704697986577,4.494683265686035,226.54354999999998
2226,Binary classification,Voting,Bananas,0.8624719101123596,0.8370607028753994,4.495400428771973,245.092404
2332,Binary classification,Voting,Bananas,0.8614328614328615,0.8357905439755974,4.477841377258301,264.00210699999997
2438,Binary classification,Voting,Bananas,0.8621255642183012,0.8364167478091528,4.492306709289551,283.28637299999997
2544,Binary classification,Voting,Bananas,0.8623672827369249,0.8375116063138347,4.503788948059082,303.01606899999996
2650,Binary classification,Voting,Bananas,0.8618346545866364,0.8374777975133214,4.543011665344238,323.16301699999997
2756,Binary classification,Voting,Bananas,0.8627949183303085,0.8384615384615384,4.527653694152832,343.702993
2862,Binary classification,Voting,Bananas,0.8661307235232436,0.842061855670103,4.501347541809082,364.86624
2968,Binary classification,Voting,Bananas,0.8678800134816312,0.8437001594896333,4.535656929016113,386.493764
3074,Binary classification,Voting,Bananas,0.8662544744549301,0.8419838523644751,4.49996280670166,408.541914
3180,Binary classification,Voting,Bananas,0.8678829820698333,0.8432835820895522,4.499581336975098,431.07243600000004
3286,Binary classification,Voting,Bananas,0.8684931506849315,0.8433647570703406,4.4998064041137695,454.11960600000003
3392,Binary classification,Voting,Bananas,0.8690651725154822,0.8449720670391062,4.514073371887207,477.49750200000005
3498,Binary classification,Voting,Bananas,0.8687446382613668,0.8439306358381503,4.527099609375,501.34453400000007
3604,Binary classification,Voting,Bananas,0.8701082431307244,0.8451356717405691,4.509513854980469,525.6339790000001
3710,Binary classification,Voting,Bananas,0.8705850633593961,0.8462524023062139,4.516212463378906,550.5022980000001
3816,Binary classification,Voting,Bananas,0.8718217562254259,0.847900466562986,4.519599914550781,575.8050750000001
3922,Binary classification,Voting,Bananas,0.8704412139760265,0.845873786407767,4.50836181640625,601.5686630000001
4028,Binary classification,Voting,Bananas,0.8698783213310156,0.8450620934358367,4.514667510986328,627.8274950000001
4134,Binary classification,Voting,Bananas,0.8707960319380595,0.8461981566820277,4.528553009033203,654.4917150000001
4240,Binary classification,Voting,Bananas,0.8723755602736495,0.8485018202184262,4.530162811279297,681.4941160000001
4346,Binary classification,Voting,Bananas,0.8734177215189873,0.8498088476242489,4.5687713623046875,709.02439
4452,Binary classification,Voting,Bananas,0.8732869018198157,0.8494394020288306,4.5778045654296875,737.048121
4558,Binary classification,Voting,Bananas,0.8720649550142637,0.8482166102577455,4.5644989013671875,765.524881
4664,Binary classification,Voting,Bananas,0.8719708342268926,0.8485156051763512,4.540855407714844,794.4809690000001
4770,Binary classification,Voting,Bananas,0.8712518347661984,0.8472636815920398,4.5579986572265625,823.7722980000001
4876,Binary classification,Voting,Bananas,0.8717948717948718,0.8474493531852575,4.558753967285156,853.6352800000001
4982,Binary classification,Voting,Bananas,0.8725155591246737,0.8487735175041676,4.51007080078125,884.0506150000001
5088,Binary classification,Voting,Bananas,0.8718301552978179,0.8480186480186479,4.525936126708984,914.8124020000001
5194,Binary classification,Voting,Bananas,0.8725207009435779,0.848927430397079,4.559452056884766,945.9686830000002
5300,Binary classification,Voting,Bananas,0.8726174749952821,0.8491620111731844,4.5682525634765625,977.4840090000001
906,Binary classification,Voting,Elec2,0.8795580110497238,0.880351262349067,4.747241020202637,8.799599
1812,Binary classification,Voting,Elec2,0.8774157923799006,0.8495934959349594,4.930026054382324,23.107455
2718,Binary classification,Voting,Elec2,0.8678689731321311,0.8332559219693452,4.9629621505737305,40.678674
3624,Binary classification,Voting,Elec2,0.8791057134971019,0.8492773571920165,4.8704938888549805,61.587938
4530,Binary classification,Voting,Elec2,0.8785603886067564,0.839930151338766,5.0051069259643555,85.38161
5436,Binary classification,Voting,Elec2,0.8684452621895125,0.8255672115150036,4.9996747970581055,111.974807
6342,Binary classification,Voting,Elec2,0.867528780949377,0.8265179677819083,4.964045524597168,141.61879199999998
7248,Binary classification,Voting,Elec2,0.8639437008417276,0.8190161527165932,4.983160972595215,173.96526699999998
8154,Binary classification,Voting,Elec2,0.8667974978535509,0.831418814032909,5.004446983337402,209.524024
9060,Binary classification,Voting,Elec2,0.8708466718180815,0.8415063668382552,5.052062034606934,248.186511
9966,Binary classification,Voting,Elec2,0.8704465629703964,0.8450738029521181,5.011591911315918,290.77285
10872,Binary classification,Voting,Elec2,0.8734247079385521,0.8514038876889849,5.042567253112793,337.88946500000003
11778,Binary classification,Voting,Elec2,0.8732274772862358,0.8505954167917543,5.076876640319824,389.02452300000004
12684,Binary classification,Voting,Elec2,0.8729007332650004,0.8510166358595195,5.254763603210449,444.17612700000006
13590,Binary classification,Voting,Elec2,0.8751931709470896,0.85578231292517,5.1520185470581055,504.6827340000001
14496,Binary classification,Voting,Elec2,0.8762331838565023,0.8580471593606583,5.162959098815918,570.030651
15402,Binary classification,Voting,Elec2,0.876436595026297,0.8573356323562485,5.140345573425293,640.520449
16308,Binary classification,Voting,Elec2,0.8708530079107132,0.8490538990825688,5.1610517501831055,714.778829
17214,Binary classification,Voting,Elec2,0.8684715040957416,0.8427777777777777,5.145316123962402,792.104117
18120,Binary classification,Voting,Elec2,0.868590981842265,0.8429730264459538,5.19327449798584,872.821839
19026,Binary classification,Voting,Elec2,0.8693823915900132,0.8418305645725924,5.323592185974121,957.485822
19932,Binary classification,Voting,Elec2,0.8656866188349807,0.8376887164251501,5.397219657897949,1045.345889
20838,Binary classification,Voting,Elec2,0.861592359744685,0.8320521779641278,5.444750785827637,1136.415829
21744,Binary classification,Voting,Elec2,0.8624844777629582,0.830479646218392,5.338961601257324,1229.548072
22650,Binary classification,Voting,Elec2,0.8607885557861275,0.8265199449793673,5.359789848327637,1324.471994
23556,Binary classification,Voting,Elec2,0.8541710889407769,0.8161430177166409,5.405413627624512,1421.151017
24462,Binary classification,Voting,Elec2,0.8533175258574874,0.8136684669713337,5.316195487976074,1520.224481
25368,Binary classification,Voting,Elec2,0.8516970867662711,0.8118811881188118,5.4863996505737305,1622.073249
26274,Binary classification,Voting,Elec2,0.8529288623301489,0.8129357087529048,5.306208610534668,1727.4216450000001
27180,Binary classification,Voting,Elec2,0.8523860333345598,0.8124707862017388,5.401022911071777,1835.5212490000001
28086,Binary classification,Voting,Elec2,0.8495282179099163,0.8077867734012554,5.324179649353027,1946.20449
28992,Binary classification,Voting,Elec2,0.8474009175261288,0.803167823456131,5.3875226974487305,2059.132196
29898,Binary classification,Voting,Elec2,0.8459042713315718,0.8001908314177907,5.443934440612793,2174.047697
30804,Binary classification,Voting,Elec2,0.8461513488945882,0.7992884672398457,5.553919792175293,2291.46521
31710,Binary classification,Voting,Elec2,0.8428206502885616,0.7936744494121543,5.506625175476074,2410.708564
32616,Binary classification,Voting,Elec2,0.8417599264142266,0.7924224751638983,5.498438835144043,2531.656016
33522,Binary classification,Voting,Elec2,0.8419498224993288,0.7929174484052532,5.625567436218262,2654.2537509999997
34428,Binary classification,Voting,Elec2,0.84009643593691,0.7897330124899737,5.611628532409668,2778.764339
35334,Binary classification,Voting,Elec2,0.8400079246030623,0.78822163113925,5.646670341491699,2905.3434549999997
36240,Binary classification,Voting,Elec2,0.8410000275945805,0.7882396177875781,5.62961483001709,3034.4254859999996
37146,Binary classification,Voting,Elec2,0.8398438551622022,0.7857837312304202,5.667975425720215,3165.8864489999996
38052,Binary classification,Voting,Elec2,0.8399516438464166,0.7857444413171967,5.658095359802246,3299.2423459999995
38958,Binary classification,Voting,Elec2,0.8407988294786559,0.7879803090386983,5.687731742858887,3435.6285319999997
39864,Binary classification,Voting,Elec2,0.8414068183528586,0.7911739446389641,5.599116325378418,3573.7114619999998
40770,Binary classification,Voting,Elec2,0.8422085408030612,0.7944400063907971,5.633685111999512,3713.3785049999997
41676,Binary classification,Voting,Elec2,0.843119376124775,0.7973969631236443,5.597903251647949,3854.8175899999997
42582,Binary classification,Voting,Elec2,0.8438270590169324,0.7988018879341643,5.6987409591674805,3997.9333759999995
43488,Binary classification,Voting,Elec2,0.843976360751489,0.7992068894084223,5.716212272644043,4143.1463699999995
44394,Binary classification,Voting,Elec2,0.8432185254432005,0.7972382450620522,5.7277936935424805,4290.5587749999995
45300,Binary classification,Voting,Elec2,0.8436610079692708,0.7980379855130326,5.785082817077637,4440.220305
45312,Binary classification,Voting,Elec2,0.8436582728255831,0.7979924717691342,5.783350944519043,4589.965946
25,Binary classification,Voting,Phishing,0.5833333333333334,0.7058823529411764,0.1738901138305664,0.073405
50,Binary classification,Voting,Phishing,0.7346938775510204,0.7636363636363637,0.2023782730102539,0.22625
75,Binary classification,Voting,Phishing,0.7837837837837838,0.8048780487804877,0.23139667510986328,0.522208
100,Binary classification,Voting,Phishing,0.8080808080808081,0.819047619047619,0.25991153717041016,0.918689
125,Binary classification,Voting,Phishing,0.8145161290322581,0.8217054263565893,0.28842639923095703,1.436744
150,Binary classification,Voting,Phishing,0.8187919463087249,0.830188679245283,0.3174448013305664,2.091144
175,Binary classification,Voting,Phishing,0.8390804597701149,0.8390804597701148,0.3459596633911133,3.0030959999999998
200,Binary classification,Voting,Phishing,0.8391959798994975,0.8383838383838383,0.37497425079345703,4.252461
225,Binary classification,Voting,Phishing,0.8348214285714286,0.8294930875576038,0.4034891128540039,5.8462950000000005
250,Binary classification,Voting,Phishing,0.8313253012048193,0.8264462809917356,0.4320039749145508,7.675625
275,Binary classification,Voting,Phishing,0.8357664233576643,0.8288973384030419,0.46155643463134766,9.696688
